Path,Gender,Age,Ethnicity,Facial Emotion,Identity
datasets_with_standard_labels\RAF-DB\train\images\00000303,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000304,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000305,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000306,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000307,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000308,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000309,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000310,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000311,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000312,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000313,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000314,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000315,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000316,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000317,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000318,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000319,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000320,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000321,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000322,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000323,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000324,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000325,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000326,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000327,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000328,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000329,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000330,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000331,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000332,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000333,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000334,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000335,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000336,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000337,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000338,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000339,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000340,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000341,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000342,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000343,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000344,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000345,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000346,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000347,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000348,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000349,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000350,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000351,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000352,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000353,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000354,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000355,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000356,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000357,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000358,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000359,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000360,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000361,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000362,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000363,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000364,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000365,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000366,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000367,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000368,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000369,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000370,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000371,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000372,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000373,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000374,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000375,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000376,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000377,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000378,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000379,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000380,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000381,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000382,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000383,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000384,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000385,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000386,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000387,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000388,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000389,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000390,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000391,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000392,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000393,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000394,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000395,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000396,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000397,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000398,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000399,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000400,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000401,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000402,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000403,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000404,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000405,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000406,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000407,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000408,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000409,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000410,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000411,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000412,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000413,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000414,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000415,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000416,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000417,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000418,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000419,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000420,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000421,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000422,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000423,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000424,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000425,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000426,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000427,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000428,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000429,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000430,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000431,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000432,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000433,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000434,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000435,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000436,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000437,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000438,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000439,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000440,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000441,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000442,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000443,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000444,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000445,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000446,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000447,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000448,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000449,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000450,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000451,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000452,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000453,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000454,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000455,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000456,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000457,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000458,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000459,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000460,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000461,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000462,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000463,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000464,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000465,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000466,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000467,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000468,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000469,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000470,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000471,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000472,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000473,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000474,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000475,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000476,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000477,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000478,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000479,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000480,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000481,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000482,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000483,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000484,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000485,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000486,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000487,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000488,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000489,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000490,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000491,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000492,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000493,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000494,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000495,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000496,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000497,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000498,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000499,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000500,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000501,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000502,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000503,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000504,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000505,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000506,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000507,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000508,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000509,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000510,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000511,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000512,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000513,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000514,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000515,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000516,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000517,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000518,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000519,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000520,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000521,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000522,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000523,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000524,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000525,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000526,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000527,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000528,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000529,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000530,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000531,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000532,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000533,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000534,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00000535,0,-100.0,-100.0,2,-100.0
